duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
444171,0.446,0.651,5,-13.349,1,0.312,0.642,0.000421,0.882,0.597,123.092,4,blues
186513,0.584,0.57,1,-7.478,1,0.0289,0.479,0,0.1,0.331,94.993,1,blues
196466,0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,4,blues
257828,0.246,0.63,0,-5.551,1,0.0336,0.00084,0.0088,0.292,0.211,126.457,4,blues
198762,0.486,0.892,7,-3.529,1,0.0606,0.0774,0,0.0532,0.361,72.984,4,blues
169680,0.461,0.663,0,-9.278,1,0.0869,0.39,0,0.422,0.769,135.35,4,blues
214400,0.613,0.825,8,-2.717,0,0.187,0.245,0,0.245,0.402,150.072,4,blues
241120,0.884,0.414,4,-9.98,1,0.065,0.462,0,0.22,0.696,91.998,4,blues
212546,0.849,0.803,5,-4.514,0,0.0616,0.0745,3.51E-05,0.0621,0.962,111.008,4,blues
199840,0.479,0.915,0,-2.942,1,0.0755,0.057,0.000367,0.284,0.375,152.016,4,blues
256706,0.773,0.831,0,-5.383,1,0.0489,0.00499,1.40E-06,0.0531,0.628,139.053,4,blues
126004,0.577,0.683,5,-5.873,1,0.0514,0.0638,1.04E-06,0.194,0.745,155.046,4,blues
280320,0.695,0.554,0,-10.784,1,0.0335,0.198,0.0146,0.314,0.846,139.955,4,blues
279293,0.762,0.474,4,-10.47,0,0.0406,0.059,5.64E-05,0.279,0.845,96.263,4,blues
267946,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,4,blues
256342,0.674,0.751,4,-4.672,0,0.0359,0.181,0,0.191,0.471,106.007,4,blues
243266,0.43,0.141,0,-16.376,1,0.0286,0.757,0.000499,0.127,0.143,93.577,3,blues
381421,0.309,0.37,0,-10.991,1,0.032,0.866,0.529,0.111,0.176,128.762,4,blues
235346,0.451,0.692,9,-7.016,1,0.04,0.000614,0.0104,0.11,0.533,170.027,4,blues
181840,0.653,0.402,0,-11.785,1,0.0476,0.623,0.814,0.112,0.453,88.643,4,blues
152000,0.75,0.795,5,-4.303,1,0.0396,0.0843,0,0.235,0.777,120.027,4,blues
187666,0.262,0.356,0,-8.031,0,0.0303,0.613,0,0.175,0.426,174.176,3,blues
239830,0.905,0.569,4,-4.481,0,0.0829,0.0349,0,0.458,0.704,91.994,4,blues
361226,0.716,0.816,5,-6.163,1,0.0544,0.0442,0.00142,0.0442,0.834,125.631,4,blues
226000,0.504,0.907,0,-5.491,0,0.066,0.00017,0.000161,0.187,0.418,120.017,4,blues
263266,0.428,0.564,0,-6.179,1,0.038,0.153,0,0.0532,0.452,202.29,3,blues
354626,0.751,0.64,11,-7.539,0,0.0364,0.282,7.89E-05,0.0692,0.792,118.446,4,blues
290240,0.967,0.666,7,-4.065,1,0.161,0.177,0.000748,0.0512,0.897,116.013,4,blues
383502,0.448,0.421,4,-6.959,1,0.0412,0.507,2.28E-05,0.0707,0.367,146.427,3,blues
241075,0.882,0.55,9,-6.004,1,0.0594,0.014,0.00434,0.0821,0.838,141.094,4,blues
205343,0.495,0.529,2,-6.04,0,0.0296,0.316,0.000146,0.222,0.452,81.961,4,blues
209520,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36E-06,0.0583,0.932,167.026,4,blues
313813,0.828,0.487,10,-7.946,1,0.0901,0.439,0,0.333,0.683,115.975,4,blues
202773,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,3,blues
245625,0.612,0.884,5,-4.4,1,0.0459,0.00516,0,0.0997,0.626,119.991,4,blues
292000,0.626,0.476,9,-8.585,1,0.0477,0.705,0.000133,0.657,0.653,78.762,3,blues
204000,0.324,0.887,6,-3.267,0,0.585,0.0727,0,0.195,0.429,159.303,4,blues
135906,0.44,0.408,7,-9.774,1,0.0271,0.729,2.48E-06,0.0881,0.479,102.095,3,blues
220173,0.521,0.484,4,-6.122,0,0.0747,0.0272,0.000191,0.0904,0.758,79.625,4,blues
196360,0.54,0.553,1,-6.685,1,0.0307,0.539,0,0.229,0.687,127.193,4,blues
166346,0.782,0.619,7,-9.832,0,0.129,0.235,1.09E-05,0.149,0.696,115.028,4,blues
135000,0.35,0.492,6,-11.239,0,0.0379,0.14,0.8,0.109,0.232,75.039,4,blues
309120,0.439,0.529,11,-7.023,0,0.0363,0.0596,7.02E-05,0.0936,0.549,159.959,4,blues
290213,0.738,0.669,0,-6.856,1,0.0288,0.165,2.33E-06,0.572,0.759,107,4,blues
263746,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,4,blues
184000,0.835,0.72,11,-4.977,0,0.341,0.0783,0,0.375,0.572,124.027,4,blues
143693,0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,4,blues
196173,0.539,0.788,9,-3.227,0,0.0396,0.0089,0,0.29,0.357,159.986,4,blues
264173,0.93,0.621,8,-5.424,0,0.215,0.0144,0,0.19,0.927,95.004,4,blues
329031,0.416,0.484,9,-7.528,1,0.0463,0.295,0,0.146,0.232,102.278,4,blues
210774,0.537,0.878,5,-7.861,1,0.0926,0.0222,0,0.0812,0.362,150.998,4,blues
246720,0.65,0.806,9,-5.989,0,0.0463,0.51,2.62E-06,0.96,0.712,122.002,4,blues
135573,0.493,0.602,5,-9.836,1,0.334,0.607,1.82E-06,0.122,0.872,203.334,4,blues
292937,0.431,0.625,7,-8.313,1,0.0264,0.00968,1.00E-06,0.0811,0.269,82.935,4,blues
232666,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67E-05,0.0632,0.227,139.912,4,blues
271760,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,4,blues
205264,0.762,0.63,9,-7.401,1,0.243,0.532,0,0.0727,0.819,102.23,4,blues
196440,0.455,0.106,2,-14.086,1,0.0422,0.986,0,0.122,0.258,66.807,4,blues
276933,0.634,0.585,10,-13.112,1,0.0305,0.0729,0.0805,0.0953,0.61,113.463,3,blues
197760,0.785,0.772,7,-8.438,1,0.0331,0.641,0,0.312,0.969,128.015,4,blues
198680,0.392,0.873,0,-3.209,1,0.0474,0.225,0,0.135,0.828,90.113,4,blues
277000,0.69,0.618,9,-8.891,0,0.0343,0.209,0,0.181,0.707,107.24,4,blues
159412,0.576,0.64,2,-5.252,1,0.0351,0.0585,0.000156,0.571,0.544,83.996,4,blues
302720,0.361,0.441,4,-7.999,0,0.0279,0.911,0.000116,0.774,0.0789,95.457,4,blues
281887,0.386,0.414,7,-7.771,1,0.029,0.00182,0.0021,0.111,0.18,126.22,3,blues
228386,0.295,0.738,10,-5.384,1,0.12,0.0101,0.000142,0.063,0.301,75.003,4,blues
254466,0.528,0.563,2,-6.975,1,0.041,0.706,0.0155,0.149,0.652,168.403,3,blues
165612,0.598,0.713,2,-4.87,1,0.106,0.0493,0,0.262,0.668,75.968,4,blues
239653,0.855,0.532,10,-5.119,0,0.0592,0.0154,8.17E-06,0.227,0.877,102.941,4,blues
197319,0.47,0.915,0,-3.901,0,0.0505,0.131,0,0.305,0.791,167.011,4,blues
193490,0.556,0.583,2,-5.256,0,0.0335,0.0256,2.73E-05,0.115,0.327,75.017,4,blues
238680,0.69,0.573,7,-7.94,1,0.0738,0.0616,0,0.178,0.694,121.372,4,blues
245146,0.517,0.386,9,-12.004,1,0.0288,0.796,0.00184,0.109,0.248,70.135,4,blues
234766,0.367,0.775,0,-4.314,1,0.0409,0.0706,1.12E-05,0.0983,0.397,144.032,3,blues
219866,0.637,0.918,9,-5.073,1,0.0711,0.062,0.0097,0.177,0.517,115.839,4,blues
242720,0.838,0.753,5,-5.74,1,0.0516,0.0443,0,0.0776,0.963,100.015,4,blues
192352,0.549,0.875,5,-9.763,1,0.0446,0.00995,4.59E-06,0.198,0.389,102.025,4,blues
240600,0.581,0.687,6,-5.4,1,0.105,0.229,0,0.109,0.187,76.014,4,blues
301133,0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644,4,blues
223146,0.77,0.648,11,-6.928,1,0.0438,0.0283,0,0.199,0.917,108.475,4,blues
312173,0.307,0.43,2,-11.333,1,0.0629,0.288,0.000994,0.0988,0.305,145.224,3,blues
211948,0.612,0.635,1,-4.841,1,0.038,0.00369,2.18E-05,0.181,0.76,77.025,4,blues
378640,0.774,0.54,10,-8.186,0,0.0303,0.134,0.00019,0.129,0.639,120.025,4,blues
223811,0.689,0.728,0,-4.276,1,0.0501,0.412,1.19E-06,0.162,0.718,150.023,4,blues
179440,0.743,0.733,10,-5.465,1,0.0299,0.663,6.94E-05,0.125,0.93,109.969,4,blues
236586,0.272,0.343,10,-6.765,0,0.0293,0.212,5.49E-06,0.0933,0.158,199.642,3,blues
305946,0.296,0.669,0,-5.364,0,0.0452,0.03,0.831,0.154,0.679,74.692,4,blues
113188,0.749,0.34,0,-11.855,1,0.183,0.265,1.25E-05,0.0791,0.431,94.026,4,blues
221848,0.605,0.61,4,-8.816,0,0.043,0.53,3.56E-06,0.127,0.315,118.907,4,blues
198909,0.785,0.626,6,-7.776,0,0.0516,0.388,0,0.353,0.451,110.96,4,blues
211680,0.797,0.805,4,-6.508,0,0.0696,0.0287,0.00441,0.0596,0.839,123.384,4,blues
300538,0.693,0.548,2,-10.612,1,0.0266,0.387,4.40E-06,0.103,0.663,105.187,4,blues
207098,0.536,0.561,7,-7.333,1,0.0273,0.00388,2.51E-05,0.225,0.387,139.947,4,blues
193714,0.447,0.788,2,-4.994,0,0.0464,0.00257,1.68E-05,0.0744,0.505,80.04,4,blues
169487,0.73,0.8,1,-4.779,1,0.042,0.0399,5.09E-05,0.109,0.692,117.038,4,blues
250802,0.878,0.602,1,-5.161,1,0.0871,0.25,4.78E-06,0.0389,0.964,141.973,4,blues
202173,0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,4,blues
247800,0.697,0.666,5,-9.486,0,0.0543,0.152,0,0.116,0.762,95.976,4,blues
193306,0.436,0.822,5,-2.967,1,0.0314,0.000217,0.00287,0.325,0.378,85.022,4,blues
242520,0.397,0.467,4,-13.932,1,0.0304,0.0138,0.000897,0.114,0.396,142.851,4,blues
596181,0.212,0.108,4,-16.583,1,0.0364,0.985,0.952,0.111,0.0958,70.953,5,classical
171426,0.163,0.0785,2,-21.377,1,0.0328,0.979,0.13,0.107,0.047,147.027,3,classical
203000,0.377,0.193,4,-18.928,0,0.0449,0.987,0.9,0.0884,0.285,153.373,3,classical
1341746,0.64,0.494,0,-8.186,1,0.0592,0.96,0,0.0706,0.668,116.006,3,classical
642480,0.387,0.163,9,-19.462,1,0.0356,0.985,0.933,0.191,0.316,131.921,4,classical
409000,0.201,0.0659,5,-27.143,1,0.0521,0.972,0.931,0.0551,0.089,91.363,4,classical
517106,0.382,0.0982,10,-20.443,1,0.0501,0.991,0.884,0.0955,0.156,70.881,4,classical
507146,0.264,0.106,7,-26.447,1,0.0412,0.991,0.955,0.0849,0.193,80.254,4,classical
284000,0.502,0.0308,5,-26.86,1,0.063,0.995,0.915,0.0805,0.312,72.88,4,classical
97906,0.422,0.0238,5,-27.829,1,0.0413,0.994,0.909,0.111,0.717,155.189,4,classical
219226,0.403,0.196,3,-20.749,1,0.049,0.993,0.884,0.113,0.548,99.506,4,classical
169666,0.162,0.0898,2,-23.269,0,0.0354,0.944,0.917,0.187,0.0413,132.047,3,classical
258760,0.126,0.0499,1,-22.935,0,0.0393,0.648,0.887,0.141,0.115,96.29,4,classical
329456,0.441,0.499,7,-6.558,1,0.0378,0.97,0.00151,0.447,0.514,128.364,4,classical
243600,0.13,0.286,11,-19.418,1,0.0383,0.96,0.322,0.326,0.104,46.496,3,classical
516000,0.319,0.0541,4,-20.544,0,0.0388,0.949,0.537,0.0929,0.1,129.399,3,classical
69333,0.441,0.0207,5,-27.772,1,0.0488,0.965,0.0017,0.118,0.289,115.397,4,classical
234720,0.472,0.27,0,-23.245,1,0.092,0.831,0.789,0.0552,0.467,150.013,4,classical
203426,0.428,0.119,4,-24.668,1,0.0374,0.952,0.000416,0.429,0.248,79.497,4,classical
382026,0.429,0.568,9,-13.5,1,0.505,0.935,0.000795,0.418,0.887,61.307,4,classical
74866,0.602,0.25,0,-12.717,1,0.0422,0.964,0.89,0.175,0.362,124.632,4,classical
94666,0.464,0.125,7,-16.569,1,0.0693,0.919,0.13,0.284,0.813,153.056,4,classical
51223,0.234,0.112,5,-28.132,1,0.0449,0.994,0.903,0.14,0.769,157.187,4,classical
57133,0.451,0.0159,0,-35.666,1,0.0644,0.991,0.877,0.0717,0.883,114.211,4,classical
78000,0.477,0.181,10,-17.889,1,0.0485,0.989,0.559,0.123,0.802,118.621,3,classical
101000,0.528,0.029,11,-33.589,0,0.0362,0.966,0.316,0.329,0.239,129.514,4,classical
647040,0.43,0.0947,3,-20.02,1,0.0363,0.989,0.884,0.219,0.322,130.473,4,classical
225880,0.346,0.219,11,-18.842,1,0.0319,0.993,0.732,0.383,0.542,88.687,4,classical
205493,0.0847,0.0856,2,-24.716,0,0.0405,0.964,0.592,0.289,0.0764,84.245,4,classical
87040,0.459,0.0601,5,-19.597,1,0.033,0.99,0.893,0.066,0.443,102.555,4,classical
76640,0.606,0.0771,9,-25.113,1,0.0503,0.995,0.937,0.121,0.647,133.568,4,classical
235080,0.351,0.0076,1,-31.649,1,0.0401,0.98,0.945,0.121,0.0764,130.107,4,classical
586080,0.0871,0.0303,0,-23.895,0,0.0424,0.949,0.827,0.113,0.0346,86.015,4,classical
54040,0.303,0.094,3,-23.87,1,0.0469,0.994,0.806,0.12,0.195,79.928,4,classical
42840,0.299,0.145,9,-17.338,1,0.0345,0.911,0.779,0.18,0.279,80.254,4,classical
271080,0.289,0.139,3,-21.256,0,0.0355,0.991,0.923,0.161,0.226,94.938,4,classical
80466,0.436,0.362,9,-15.762,1,0.0363,0.907,0.864,0.344,0.709,142.696,1,classical
66427,0.46,0.0195,9,-26.835,1,0.045,0.995,0.895,0.0991,0.772,94.078,4,classical
342960,0.515,0.262,9,-12.95,1,0.239,0.978,6.90E-05,0.639,0.647,100.122,4,classical
80699,0.537,0.11,2,-25.941,1,0.0605,0.991,0.848,0.119,0.89,124.812,4,classical
189120,0.524,0.636,0,-7.238,0,0.034,0.782,0.0535,0.0662,0.827,153.114,4,classical
636346,0.325,0.15,2,-24.599,1,0.172,0.961,0.607,0.657,0.174,90.284,4,classical
503341,0.363,0.0911,0,-22.805,1,0.0389,0.969,0.874,0.162,0.228,77.37,4,classical
91400,0.538,0.107,7,-18.673,1,0.0429,0.987,0.82,0.0962,0.415,114.887,4,classical
212068,0.619,0.626,10,-4.484,0,0.0368,0.555,0,0.308,0.815,72.265,4,classical
201853,0.4,0.247,5,-18.249,0,0.0423,0.818,0.64,0.119,0.394,162.078,4,classical
397013,0.37,0.091,10,-23.86,1,0.0476,0.995,0.929,0.144,0.6,135.595,3,classical
81512,0.472,0.142,0,-21.338,1,0.0452,0.992,0.928,0.182,0.81,119.443,3,classical
264045,0.497,0.34,2,-9.616,1,0.0269,0.67,7.62E-05,0.101,0.172,82.995,4,classical
50859,0.532,0.0549,2,-27.14,1,0.0492,0.992,0.926,0.107,0.778,118.978,4,classical
69080,0.555,0.035,9,-25.875,1,0.034,0.995,0.934,0.135,0.797,140.358,3,classical
58306,0.498,0.061,3,-19.006,1,0.339,0.995,0.916,0.135,0.961,162.641,4,classical
70146,0.314,0.00317,0,-36.183,1,0.0463,0.955,0.000859,0.168,0.288,104.808,4,classical
220013,0.677,0.446,11,-5.146,1,0.0418,0.92,0.19,0.34,0.634,92.975,4,classical
1798933,0.683,0.264,5,-9.791,1,0.336,0.899,0,0.141,0.549,101.052,4,classical
96266,0.326,0.0292,3,-27.326,1,0.0435,0.995,0.929,0.121,0.278,81.689,4,classical
70920,0.523,0.224,10,-19.966,1,0.0403,0.771,0.00984,0.0518,0.961,110.157,4,classical
100793,0.268,0.108,2,-12.058,0,0.0353,0.983,0,0.115,0.331,82.176,4,classical
43586,0.367,0.175,0,-19.716,1,0.0428,0.974,0.853,0.232,0.816,74.077,5,classical
50733,0.284,0.00746,0,-24.282,1,0.0483,0.971,0.913,0.0829,0.396,115.833,4,classical
321488,0.375,0.24,9,-5.916,1,0.0333,0.98,0,0.0971,0.311,94.66,3,classical
451305,0.272,0.614,2,-10.694,1,0.0375,0.616,0.927,0.106,0.558,160.8,4,classical
318511,0.446,0.728,5,-7.137,0,0.124,0.0914,0.000156,0.0599,0.407,93.686,4,classical
691186,0.652,0.478,7,-7.663,1,0.0553,0.962,2.42E-05,0.703,0.83,113.691,4,classical
306480,0.402,0.0481,5,-25.898,1,0.0337,0.974,0.833,0.0997,0.175,103.346,4,classical
61600,0.365,0.136,3,-22.211,1,0.0502,0.984,0.473,0.163,0.546,79.275,4,classical
2646866,0.183,0.274,1,-14.184,1,0.0346,0.95,0.00202,0.0629,0.259,103.624,3,classical
129889,0.343,0.0208,5,-30.632,1,0.048,0.995,0.941,0.0852,0.0778,129.594,4,classical
170866,0.542,0.354,4,-11.254,1,0.0557,0.963,0.00375,0.323,0.757,112.684,4,classical
61800,0.519,0.199,3,-22.841,1,0.0334,0.995,0.939,0.111,0.581,92.138,4,classical
67840,0.32,0.113,7,-12.43,0,0.0382,0.966,0.000111,0.204,0.242,109.406,4,classical
427160,0.389,0.0758,7,-22.677,1,0.0367,0.988,0.698,0.129,0.38,104.385,3,classical
331280,0.441,0.549,0,-9.367,1,0.118,0.654,0.447,0.0997,0.486,75.553,3,classical
203160,0.167,0.133,4,-26.88,0,0.0822,0.774,0.692,0.729,0.204,142.844,4,classical
195870,0.387,0.0519,5,-22.926,0,0.0426,0.991,0.924,0.133,0.152,62.457,4,classical
241986,0.331,0.00735,4,-30.904,0,0.0362,0.991,0.952,0.0968,0.0944,66.628,4,classical
89840,0.513,0.287,10,-19.716,1,0.0472,0.976,0.00247,0.0991,0.265,100.492,4,classical
288906,0.335,0.473,9,-12.607,1,0.058,0.977,0.251,0.218,0.59,94.746,4,classical
58306,0.381,0.0391,9,-25.851,1,0.0451,0.992,0.954,0.253,0.519,111.648,3,classical
67146,0.389,0.113,3,-20.068,1,0.0382,0.991,0.842,0.136,0.74,64.338,5,classical
85000,0.636,0.203,3,-14.286,1,0.0412,0.964,0.326,0.171,0.717,118.5,4,classical
143213,0.377,0.017,11,-30.852,0,0.0453,0.95,0,0.181,0.211,103.907,4,classical
190000,0.32,0.0296,4,-22.273,0,0.0386,0.993,0.96,0.0798,0.142,175.971,3,classical
64000,0.575,0.00994,0,-17.007,1,0.0739,0.933,0.00109,0.14,0.437,60.437,4,classical
293040,0.427,0.336,9,-12.126,0,0.0356,0.983,0.0774,0.214,0.506,109.602,4,classical
279694,0.559,0.448,8,-8.374,1,0.046,0.944,0,0.245,0.758,108.72,1,classical
247510,0.339,0.0322,6,-22.741,0,0.0501,0.99,0.92,0.0854,0.0986,69.941,4,classical
274226,0.372,0.833,10,-7.073,0,0.11,0.861,0.682,0.295,0.582,128.171,4,classical
124453,0.325,0.216,9,-17.214,0,0.0352,0.977,0.861,0.128,0.109,99.635,3,classical
278760,0.528,0.143,3,-20.056,1,0.0437,0.964,0.897,0.0623,0.423,136.278,4,classical
41400,0.25,0.192,10,-19.978,1,0.0357,0.988,0.786,0.439,0.258,83.497,3,classical
173908,0.194,0.145,9,-23.039,0,0.0557,0.967,0.717,0.35,0.037,80.3,3,classical
205280,0.448,0.00609,7,-38.376,1,0.184,0.994,0.936,0.0749,0.201,76.323,4,classical
394613,0.426,0.0331,1,-22.214,1,0.0483,0.991,0.897,0.0922,0.063,133.71,4,classical
79876,0.268,0.216,0,-20.533,1,0.0374,0.986,0.813,0.124,0.845,129.633,3,classical
238822,0.461,0.338,9,-9.458,1,0.0805,0.632,2.57E-05,0.0803,0.0997,184.143,3,classical
300573,0.682,0.392,11,-11.303,0,0.0498,0.452,9.85E-05,0.276,0.62,143.791,4,classical
94500,0.377,0.0985,7,-19.936,1,0.0331,0.974,0.891,0.0948,0.224,139.588,4,classical
297666,0.305,0.00402,2,-36.333,0,0.0469,0.995,0.921,0.0773,0.16,166.509,1,classical
388506,0.576,0.274,5,-14.045,1,0.0297,0.953,0.000167,0.267,0.46,93.754,4,classical
223998,0.663,0.875,6,-3.301,1,0.183,0.0821,0,0.124,0.51,91.056,4,country
254742,0.563,0.709,9,-7.855,1,0.0272,0.0936,0,0.066,0.497,118.126,4,country
166133,0.481,0.74,6,-4.672,1,0.0277,0.0262,0,0.157,0.669,150.053,4,country
178520,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,3,country
168673,0.764,0.646,6,-6.919,1,0.0403,0.254,0,0.113,0.434,96.041,4,country
176552,0.609,0.66,6,-5.665,1,0.0343,0.123,0,0.134,0.571,119.904,3,country
191306,0.626,0.913,0,-4.452,1,0.0317,0.00635,0,0.293,0.946,113.045,4,country
201866,0.336,0.756,5,-4.191,1,0.045,0.00275,0,0.189,0.237,77.807,4,country
160133,0.741,0.697,0,-7.03,1,0.0277,0.0665,2.35E-05,0.133,0.774,116.109,4,country
214293,0.581,0.197,3,-7.697,1,0.0329,0.88,0,0.107,0.349,130.367,4,country
211613,0.49,0.515,0,-5.654,1,0.0236,0.623,1.26E-05,0.12,0.256,80.967,4,country
220133,0.585,0.34,2,-8.433,0,0.0243,0.767,4.36E-06,0.254,0.26,100.379,4,country
179077,0.574,0.742,2,-6.663,1,0.0513,0.309,0,0.11,0.69,154.042,4,country
259453,0.587,0.35,2,-10.954,1,0.0318,0.74,0,0.156,0.17,74.479,4,country
149998,0.615,0.737,7,-4.084,1,0.0268,0.00357,8.75E-06,0.0995,0.629,89.99,4,country
247765,0.445,0.401,8,-7.883,0,0.0294,0.63,2.36E-06,0.0958,0.206,145.15,3,country
178973,0.583,0.856,6,-5.446,0,0.0445,0.00484,0,0.224,0.48,168.053,4,country
